,name,rating,id,sentiment,director,scriptwriter,starring,genre,total_people,running_time,year,month,day,a_number,a_comment,a_forward,a_like,b_number,b_comment,b_forward,b_like,boxing,difference,average
365,爆笑角斗士,6.3,6534064,0.99999019211816,['钟澍佳'],['黄洋达'],"['曾志伟', '王祖蓝', '阮兆祥', '李思捷', '薛凯琪']",喜剧,382172,90,2012,08,23,460.0,3386.0,4622.0,10156.0,-227.0,-1091.0,-2173.0,-1790.0,484.8万,1050,152
366,爱,8.5,4798707,0.999999999999162,['迈克尔·哈内克'],['迈克尔·哈内克'],"['让-路易·特兰蒂尼昂', '埃玛妞·丽娃', '伊莎贝尔·于佩尔', '威廉姆·西梅尔']",剧情,99,127,2012,05,20,926.0,2081.0,2586.0,14284.0,2.0,740788.0,1000000.0,664534.0,10.1万,3259,18800
368,爱到底,6.0,3552301,0.999995239872392,"['方文山', '九把刀', '黄子佼', '陈奕先']","['方文山', '九把刀', '黄子佼', '陈奕先', '蔡灿得']","['刘心悠', '范逸臣', '陈柏霖', '陈怡蓉', '柯宇纶']",剧情,4026,93,2011,08,05,252.0,6091.0,15557.0,14592.0,-118.0,0.0,0.0,0.0,1150.1万,2832,1337
369,爱情不NG,4.8,10594958,0.999999999717926,['朱时茂'],"['秘天慧', '李冲']","['信', '钟欣潼', '李小冉', '余少群', '袁成杰']",喜剧,340919,100,2013,02,10,693.0,21821.0,14493.0,317871.0,-370.0,-18785.0,-12224.0,-243199.0,722.8万,8603,813
370,爱情银行,6.0,11632586,0.9999999998503952,['曲江涛'],"['曲江涛', '黄晶', '杨子萱']","['夏雨', '周泓', '徐洁儿', '罗京民', '姜寒']",剧情,21419,94,2013,03,14,202.0,945.0,21308.0,8373.0,-43.0,0.0,0.0,0.0,536.1万,423,365
371,爱我就陪我看电影,3.5,26200627,0.9999999999327888,['牛朝阳'],"['牛朝阳', '黄炎', '杨宁', '张兴杰', '杨帆', '王海兰']","['吴镇宇', '余男', '金汎', '古力娜扎', '任达华']",喜剧,235137,90,2015,04,30,873.0,108144.0,1009159.0,205574.0,-134.0,0.0,0.0,0.0,909.8万,1281,458
372,爱拼北京,4.4,21319320,0.7902353368964203,['康博'],['文霞'],"['杨菲洋', '季晨', '赵柯', '李九霄', '贾乃亮']",爱情,48197,93,2013,10,29,871.0,54865.0,121940.0,385561.0,-4.0,4620.0,-17722.0,32774.0,80.0万,2124,483
373,爱爱囧事,3.5,10781952,0.997769628820876,['关尔'],"['梁潇潇', '朱孛']","['赵奕欢', '王一', '莫熙儿', '董玉峰', '陈美行']",喜剧,1661,97,2013,08,02,911.0,5766.0,27711.0,50382.0,-4.0,0.0,0.0,0.0,211.8万,6791,1887
374,爱的面包魂,5.9,6858739,0.9999987230185821,"['高炳权', '林君阳']",['木二'],"['陈汉典', '陈妍希', '倪安东', '廖峻', '陈盈洁']",剧情,42,114,2012,07,13,2.0,44.0,22.0,56.0,-1.0,0.0,-12.0,-8.0,167.0万,1912,1612
375,爸爸的假期,4.0,25908302,0.02631461512372668,['王岳伦'],"['王岳伦', '赵凌芳', '右耳', '康晓熙', '刘十六']","['郭涛', '林志颖', '张亮', '王岳伦', '田亮']",喜剧,136346,108,2015,02,19,816.0,108464.0,401346.0,1178885.0,-145.0,-55022.0,-331641.0,-597906.0,11626.4万,16710,2186
376,牛胆神偷,4.3,5256472,0.9999998431416826,['冯自立'],"['史梦甄', '冯自立']","['英达', '苗圃', '胡明', '颜丙燕', '李梦男']",喜剧,14084,94,2013,08,22,579.0,2914.0,7650.0,6475.0,-357.0,-1408.0,-5395.0,-1031.0,51.0万,345,43
377,特工争风,6.5,4301278,0.9973958846139211,['约瑟夫·麦克金提·尼彻'],"['蒂莫斯·道灵', '西蒙·金伯格', '马可斯·高森']","['瑞茜·威瑟斯彭', '克里斯·派恩', '汤姆·哈迪', '阿比盖尔·斯宾赛', '劳拉·范德沃特']",喜剧,74,98,2012,06,16,892.0,929.0,1589.0,8115.0,-3.0,0.0,0.0,1.0,1751.0万,5360,113
378,特工艾米拉,2.8,25756355,0.9980097380591584,['徐宏辉'],"['徐宏辉', '啸杨', '焦婷婷', '戎川']","['许绍洋', '吴靖萱', '秦沛', '连凯', '梁家仁']",动作,44,96,2014,04,11,2518268.0,49889.0,161523.0,168348.0,176129.0,0.0,19.0,4.0,741.5万,4169,899
379,特种部队2：全面反击,6.4,4301181,0.999999999827848,['朱浩伟'],"['瑞特·里斯', '保罗·韦尼克']","['道恩·强森', '布鲁斯·威利斯', '李秉宪', '雷·帕克', '阿德琳妮·帕里奇']",动作,57607,107,2013,04,15,3.0,9.0,276.0,3.0,-1.0,-9.0,-276.0,-3.0,33805.9万,1166,137
380,狂暴飞车,5.7,4014405,0.999998918109646,['帕特里克·卢西尔'],"['Todd Farmer', '帕特里克·卢西尔']","['尼古拉斯·凯奇', '艾梅柏·希尔德', '凯蒂·米克松', '比利·伯克', '威廉·菲德内尔']",动作,306,104,2011,09,15,89.0,637.0,2002.0,3319.0,-14.0,0.0,0.0,0.0,4906.5万,13865,3201
381,狂舞派,7.3,21360412,1.0,['黄修平'],"['黄修平', '陈心遥', '陈大利']","['颜卓灵', '蔡瀚亿', '杨乐文', '范颖儿', 'Tommy ""Guns"" Ly']",剧情,2788,111,2013,08,08,646.0,3264.0,2655.0,15229.0,-142.0,0.0,0.0,0.0,57.0万,490,144
382,狄仁杰之神都龙王,6.5,5996801,1.0,['徐克'],"['张家鲁', '徐克', '陈国富']","['赵又廷', '冯绍峰', '林更新', '金汎', '杨颖']",动作,111888,133,2013,09,28,809.0,29088.0,67606.0,82927.0,-124.0,-21553.0,-17497.0,-61353.0,60077.8万,24818,2508
383,狙击时刻,4.2,25962762,0.9931394604739664,['杨江'],"['杨江', '王方']","['宋洋', '杨钧承', '王仲欣', '梦丽', '马东延']",动作,282,86,2014,10,24,313.0,7803.0,15905.0,83987.0,-250.0,-4600.0,-14948.0,-71268.0,168.4万,1099,127
384,独行侠,7.0,3024838,0.9999999999999756,['戈尔·维宾斯基'],"['贾斯汀·海瑟', '泰德·艾略特', '特里·鲁西奥']","['约翰尼·德普', '艾米·汉莫', '海伦娜·伯翰·卡特', '巴里·佩珀', '威廉·菲德内尔']",动作,6113,149,2013,10,05,807.0,9626.0,19718.0,13746.0,-423.0,-5795.0,-6424.0,-6560.0,8145.1万,13497,4909
385,猎仇者,4.2,20497559,0.2674412017039751,['伏羲'],"['伏羲', '康宁']","['吴镇宇', '樊少皇', '邓紫衣', '林雪', '杨丽菁']",悬疑,36266,85,2013,11,01,813.0,42957.0,13109.0,126373.0,-402.0,-41139.0,-12748.0,-85383.0,581.1万,69,1275
386,猪猪侠之终极决战,4.0,26358025,0.999636610953139,"['陆锦明', '陆锦辉']",['古志斌'],"['陆双', '陈志荣', '祖晴', '徐经纬', '陈轶']",喜剧,1104,90,2015,07,10,880.0,39695.0,26936.0,148974.0,0.0,0.0,0.0,0.0,4549.1万,30253,4727
387,王牌,4.6,25743807,0.9999999999998544,['范建浍'],"['范建浍', '陈建忠', '吴放']","['林志玲', '梁家辉', '钟欣潼', '蒙亭宜', '邬君梅']",剧情,379874,90,2014,12,31,603.0,3478.0,780.0,4500.0,-327.0,0.0,0.0,0.0,3165.1万,-6094,7107
388,王牌情敌,5.5,21248460,0.9860945583320916,['钟澍佳'],"['戚家基', '郭建乐', '甄栢荣', '赵善恒']","['谭咏麟', '陈百祥', '叶玉卿', '曾志伟', '冯淬帆']",喜剧,279,98,2013,06,04,32.0,1231.0,1661.0,11383.0,-20.0,-1008.0,-1184.0,-11126.0,1170.1万,2581,539
389,王牌特工：特工学院,8.4,24405378,0.999999999994316,['马修·沃恩'],"['简·古德曼', '马修·沃恩', '马克·米勒', '戴夫·吉布森']","['塔伦·埃格顿', '科林·费尔斯', '塞缪尔·杰克逊', '迈克尔·凯恩', '马克·斯特朗']",喜剧,209,125,2015,03,27,189.0,1793.0,7020.0,22478.0,-95.0,223.0,-3899.0,-12643.0,48452.6万,187,106
390,王的盛宴,5.3,4202204,1.0,['陆川'],['陆川'],"['刘烨', '吴彦祖', '张震', '秦岚', '沙溢']",历史,48,109,2012,11,29,278.0,1091.0,838.0,1721.0,-38.0,0.0,0.0,0.0,7700.1万,4701,1622
391,玛德2号,4.4,20483435,0.5630894088272985,['朱家麟'],"['蔡怡芬', '朱家麟']","['黄晓明', '徐若瑄', '阿端', '杨幂', '曾志伟']",剧情,471,86,2013,08,09,92.0,291.0,427.0,1686.0,-19.0,0.0,0.0,0.0,117.3万,2698,587
392,玩命时光,3.3,4942768,0.9997424256665804,['曲瓅男'],['曲瓅男'],"['秦昊', '徐娇', '秦子越', '梁家仁', '苑琼丹']",惊悚,12497,98,2012,12,31,51.0,671.0,186.0,689.0,-18.0,90.0,61.0,194.0,255.6万,147,109
393,玩命狙击,3.2,7056769,0.9998118187955941,"['郭桂成', '王卡劳']","['殷慧君', '周红']","['余文乐', '乌汶叻公主', '查克利·彦纳姆', '胡杰克', '吴丽嫦']",动作,41136,90,2011,12,30,351.0,710.0,459.0,3698.0,-137.0,0.0,0.0,0.0,776.1万,361,26
394,玩命追踪,6.1,3238087,0.9932604947922546,['艾略特·莱斯特'],"['内森·帕克', '肯·布鲁恩']","['杰森·斯坦森', '帕迪·康斯戴恩', '艾丹·吉伦', '扎威·阿什顿', '大卫·莫瑞瑟']",动作,97733,97,2012,03,16,805.0,3579.0,16224.0,7672.0,-357.0,-2126.0,-12418.0,-1723.0,3155.5万,190,272
395,环太平洋,7.6,5323968,0.999985944385982,['吉尔莫·德尔·托罗'],"['特拉维斯·比彻姆', '吉尔莫·德尔·托罗']","['查理·汉纳姆', '菊地凛子', '伊德里斯·艾尔巴', '查理·戴', '朗·普尔曼']",动作,75,131,2013,07,31,692.0,32189.0,49597.0,24036.0,-502.0,-30097.0,-40003.0,8449.0,69465.0万,42582,6374
396,琴动我心,4.6,5924216,0.9981846445215814,['周伟'],"['刘慧东', '朱可欣']","['邬祯琳', '高曙光', '邬君梅']",剧情,84971,88,2011,03,20,104.0,586.0,441.0,4947.0,-12.0,0.0,0.0,0.0,28.9万,533,108
398,甜心巧克力,5.1,10567506,0.99999369118268,['筱原哲雄'],"['米子', '汤迪']","['林志玲', '池内博之', '福地佑介', '陈廷嘉', '郭念秋']",爱情,18971,98,2013,11,08,16.0,200.0,585.0,856.0,0.0,0.0,0.0,0.0,412.6万,4976,812
399,甜蜜杀机,6.0,21765841,0.0020448583228162014,['连奕琦'],"['于尚民', '陈嘉振', '连奕琦']","['苏有朋', '林依晨', '吴中天', '雷洪', '郎祖筠']",喜剧,43064,101,2014,03,07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3723.5万,7994,1376
400,甜蜜蜜,8.8,1305164,1.0,['陈可辛'],['岸西'],"['黎明', '张曼玉', '杨恭如', '曾志伟', '杜可风']",剧情,136346,118,2015,02,13,443.0,22729.0,41050.0,162695.0,-63.0,-9915.0,-18267.0,-47381.0,4.4万,25621,4359
401,电梯惊魂,3.5,10773447,0.9983159169217908,['宁敬武'],"['刘沄朋', '宁敬武', '刘无']","['蓝正龙', '周秀娜', '谢君豪', '蔡鸿翔', '杨青']",悬疑,8109,88,2013,02,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2221.0万,47,459
402,男人如衣服,5.0,10606939,0.9999999999999916,['谷德昭'],['谷德昭'],"['黄百鸣', '郑中基', '林峯', '熊黛林', '毛舜筠']",喜剧,1833,97,2012,10,12,534.0,4524.0,7575.0,18434.0,-410.0,-1085.0,-2594.0,-390.0,3120.2万,20799,1606
403,男得有爱,4.9,5337543,0.9999996156484422,['韩承桓'],"['吴波', '李洋']","['袁成杰', '杨瀚', '顾又铭', '杨金承', '潘霜霜']",喜剧,59183,90,2011,06,17,34.0,9.0,50.0,8.0,-24.0,12.0,25.0,13.0,710.1万,-750,1279
404,画壁,4.4,5194471,0.9999999999999803,['陈嘉上'],"['刘浩良', '陈嘉上', '谭广源', '王思敏']","['邓超', '孙俪', '闫妮', '郑爽', '柳岩']",剧情,423,122,2011,09,29,67.0,1891.0,4041.0,1559.0,-41.0,-1739.0,-3550.0,-1409.0,15066.8万,-364,3559
405,疯狂72小时,4.6,24873473,0.9993709162654948,['李继贤'],"['李青阳', '李继贤']","['闫妮', '耿乐', '邵兵', '包贝尔', '李菁']",喜剧,4817,99,2014,06,06,9.0,12204.0,9316.0,1382.0,-5.0,-12163.0,-9269.0,-1144.0,2735.9万,7983,734
406,疯狂原始人,8.7,1907966,1.0,"['柯克·德·米科', '克里斯·桑德斯']","['克里斯·桑德斯', '柯克·德·米科', '约翰·克立斯']","['尼古拉斯·凯奇', '艾玛·斯通', '瑞恩·雷诺兹', '凯瑟琳·基纳', '克萝丽丝·利奇曼']",喜剧,9283,98,2013,04,20,73.0,2627.0,4671.0,1754.0,-41.0,449.0,311.0,-52.0,39472.6万,11589,667
407,疯狂外星人,7.3,10827341,0.9999999999792276,['蒂姆·约翰逊'],"['汤姆·J·阿瑟尔', '马特·恩贝尔', '亚当·雷克斯']","['吉姆·帕森斯', '蕾哈娜', '史蒂夫·马丁', '詹妮弗·洛佩兹', '马特·琼斯']",喜剧,7487,94,2015,04,24,365.0,6131.0,6981.0,21281.0,-209.0,-5398.0,-5379.0,-12929.0,17214.7万,1884,753
408,疯狂的导演,3.2,24878198,0.9958968893729724,['宋阳'],"['冯丰', '刘骥']","['高天', '张殿伦', '刘桦', '徐帆', '王宝强']",喜剧,820,92,2013,08,30,803.0,40684.0,62061.0,353645.0,-505.0,-15709.0,-34098.0,-52226.0,504.3万,820,75
409,白狐,3.2,20515018,0.9915386312904676,['牛朝阳'],['牛朝阳'],"['钟欣潼', '张智霖', '惠英红', '高虎', '游本昌']",动作,20045,135,2013,09,28,810.0,18337.0,91599.0,47125.0,-1.0,278.0,789.0,1200.0,3154.0万,6254,2274
410,白雪公主之魔镜魔镜,5.9,5967821,0.9999999999997888,['塔西姆·辛'],"['雅各布·格林', '威廉·格林', '梅丽莎·沃雷克', '贾森·凯勒']","['朱莉娅·罗伯茨', '莉莉·柯林斯', '艾米·汉莫', '内森·连恩', '肖恩·宾']",剧情,51972,106,2012,06,01,893.0,1812.0,3649.0,16971.0,-3.0,0.0,0.0,0.0,4413.2万,14648,1982
411,百万爱情宝贝,3.9,11625733,0.9999999999999996,['磐石'],"['刘宁波', '王十一', '磐石']","['马天宇', '林源', '郭家铭', '刘圆媛', '王璐娓']",喜剧,267366,90,2013,06,09,810.0,9358.0,36982.0,97591.0,-79.0,3429.0,-8848.0,2136.0,85.6万,-131,487
412,百家乐翻天,5.7,6514136,0.9999999999999872,['王晶'],['王晶'],"['杜汶泽', '薛凯琪', '罗家英', '朱咪咪', '胡然']",喜剧,19393,90,2013,04,28,32.0,514.0,705.0,767.0,2.0,12.0,-343.0,418.0,222.1万,671,59
413,盗剑72小时,3.7,25719521,0.9986024666497626,['徐捷'],"['徐伊丽', '陈曦']","['许还山', '叶鹏', '周平', '杨清', '董洋']",喜剧,815,90,2013,09,30,76.0,4992.0,7172.0,4714.0,-45.0,-3911.0,-2945.0,-3435.0,108.2万,133,31
414,石器时代之百万大侦探,3.2,10756728,0.7302585709091058,['王松'],"['王松', '孙炜炜']","['叶山豪', '黄璐', '梁家仁', '龚蓓苾', '贾伟']",喜剧,67971,87,2013,04,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1万,149,225
415,石斛兰,3.2,25807588,0.017877068063224533,['王崴'],"['王崴', '林子']","['成国栋', '古典', '戴江', '覃可言', '李昂']",剧情,4456,118,2014,01,18,781.0,64943.0,481773.0,167364.0,-635.0,-54520.0,-464633.0,-122455.0,2.2万,417,308
416,石榴树上结樱桃,5.1,3774036,0.9998105720368001,['陈力'],"['陈力', '李洱']","['师春玲', '宁理', '缪婷茹', '张刚']",剧情,33,89,2013,04,04,196.0,336.0,895.0,1544.0,-77.0,0.0,0.0,0.0,83.0万,-70,196
417,破冰,7.2,10344754,1.0,['杜琪峰'],"['韦家辉', '游乃海', '陈伟斌', '余曦']","['孙红雷', '古天乐', '黄奕', '钟汉良', '高云翔']",剧情,4424,108,2013,04,02,1.0,4.0,2.0,14.0,0.0,0.0,0.0,0.0,48.3万,62,343
418,硬汉2：奉陪到底,6.4,4917698,1.0,['丁晟'],['丁晟'],"['刘烨', '焦恩俊', '刘承俊', '张梓琳']",动作,127306,90,2011,04,01,166794.0,2909.0,11808.0,13118.0,-3833.0,0.0,0.0,0.0,2326.7万,2744,906
419,硬汉奶爸,4.1,21327518,0.999999999778898,['李奥'],"['卢卫卫', '李奥']","['刘承俊', '刘芸', '蓝心妍', '王一鸣', '狄威']",喜剧,4863,86,2014,04,11,16.0,232.0,6682.0,298.0,-13.0,-228.0,-3334.0,-291.0,273.5万,290,437
420,神偷奶爸2,8.0,4915857,0.9999999978110437,"['皮埃尔·柯芬', '克里斯·雷纳德']","['辛科·保罗', '肯·道里欧']","['史蒂夫·卡瑞尔', '克里斯汀·韦格', '本杰明·布拉特', '米兰达·卡斯格拉夫', '拉塞尔·布兰德']",喜剧,1418,99,2014,01,10,66.0,1453.0,2284.0,3524.0,-33.0,-833.0,-1725.0,-1441.0,32410.7万,-9473,8782
421,神奇,3.2,5044748,0.30063749403625395,['胡雪桦'],"['曾瑾昌', '胡雪桦', '李海蜀', '秦溱', '黄斯丝']","['黄晓明', '郭采洁', '金雅中', '冯德伦', '埃里克·马比斯']",剧情,513864,110,2013,09,30,692.0,21817.0,20197.0,31551.0,-424.0,-15587.0,-13498.0,-9812.0,2000.0万,6822,1727
422,神探亨特张,6.9,6880590,0.9999995879063672,['高群书'],"['高群书', '代雁']","['张立宪', '史航', '宁财神', '顾小白', '白燕升']",动作,8575,118,2012,07,20,791.0,8165.0,24008.0,13156.0,-221.0,39.0,53.0,-38.0,781.0万,5258,345
423,神探驾到,8.3,25955491,1.0,['艾斯林·沃什'],"['约翰·博因顿·普里斯特利', '海伦·埃德蒙森']","['大卫·休里斯', '米兰达·理查森', '苏菲·兰朵', '肯·斯托特', '芬恩·科尔']",剧情,192,87,2015,09,13,907.0,9051.0,35342.0,26703.0,-1.0,0.0,0.0,0.0,3740.7万,-1466,4685
425,神马都是浮云,3.4,6710796,0.956226004404923,['陶盟喜'],"['陶盟喜', '丁翔']","['张达明', '林子聪', '林雪', '刘永', '巴多']",喜剧,318712,90,2012,03,30,147.0,4972.0,16591.0,1472.0,-90.0,3.0,-690.0,-260.0,88.0万,-60,1199
426,禁忌游戏之迷藏,3.3,11627065,0.0036846905269879437,['宋胤熹'],['胡小帅'],"['宗峰岩', '王海祥', '念贤儿', '于佳琪', '林诗枝']",惊悚,3324,100,2013,10,11,17.0,361.0,237.0,1193.0,-5.0,20.0,62.0,92.0,379.7万,1938,238
427,私人订制,5.6,10605978,0.9999999999999648,['冯小刚'],['王朔'],"['葛优', '白百何', '李小璐', '郑恺', '范伟']",喜剧,105570,118,2013,12,19,445.0,7522.0,8029.0,32979.0,-272.0,-1214.0,-4761.0,-6462.0,71380.1万,8439,1117
428,秋之白华,6.6,5343629,1.0,['霍建起'],['思芜'],"['窦骁', '董洁', '郭家铭', '陆怡璇', '伊春德']",剧情,1783,98,2011,06,29,875.0,20042.0,19767.0,31612.0,0.0,0.0,0.0,0.0,337.2万,1115,591
430,稍安勿躁,3.2,10617749,0.999999999998288,['宋金笑'],['宋金笑'],"['宋金笑', '范逸臣', '陈冲', '王宏伟', '伍勇纳']",剧情,271,90,2012,09,07,44.0,498.0,1321.0,1810.0,-11.0,17.0,57.0,392.0,146.0万,2022,1108
431,竞雄女侠秋瑾,6.3,5924360,0.9999996485913892,['邱礼涛'],['李敏'],"['黄奕', '杜宇航', '黄秋生', '郑嘉颖', '陈嘉桓']",剧情,496,117,2011,10,13,19223.0,2227.0,5780.0,9727.0,18275.0,0.0,1.0,0.0,60.9万,2044,240
432,章鱼哥,2.3,25808829,0.5563864897471664,['施阳'],"['郝祥海', '张韦', '徐婧']",[],喜剧,109687,87,2014,07,04,34.0,1067.0,3742.0,2058.0,-15.0,-238.0,-1933.0,-714.0,24.0万,264,1062
433,笑功震武林,4.6,6984061,0.9999999235681436,"['王晶', '姜国民']",['王晶'],"['洪金宝', '吴君如', '郑中基', '曾志伟', '王祖蓝']",喜剧,12975,90,2013,03,08,922.0,37942.0,53085.0,189179.0,0.0,-11879.0,-12075.0,-15525.0,7022.3万,60761,3094
434,笔仙惊魂,3.2,25828701,0.007642644304203583,['关尔'],"['梁潇潇', '朱孛']","['余心恬', '郭艳', '郭鑫', '郎鹏', '付曼']",悬疑,216,93,2014,04,04,40.0,667.0,2092.0,2944.0,-7.0,-177.0,-1238.0,36.0,2351.2万,894,1209
435,笔仙惊魂3,3.2,25828701,0.008888346421297322,['关尔'],"['梁潇潇', '朱孛']","['余心恬', '郭艳', '郭鑫', '郎鹏', '付曼']",悬疑,44,93,2014,04,04,856.0,13839.0,12878.0,123634.0,-3.0,0.0,0.0,0.0,3531.5万,5607,1221
436,第一眼爱情,3.9,25704425,1.0,['李妮'],['刘一煊'],"['陈志朋', '洪辰', '刘一煊', '姜武', '罗立群']",爱情,195,100,2014,05,16,32.0,1423.0,3477.0,1530.0,-25.0,188.0,-616.0,-1115.0,47.0万,1730,195
437,第七子：降魔之战,5.0,2325873,1.0,['谢尔盖·波德罗夫'],"['查尔斯·里维特', '斯蒂文·奈特', '麦特‧格林伯格', '约瑟夫·德拉尼']","['杰夫·布里吉斯', '本·巴恩斯', '朱丽安·摩尔', '基特·哈灵顿', '艾丽西亚·维坎德']",奇幻,1608,103,2015,01,16,809.0,7117.0,8819.0,24202.0,-581.0,-3592.0,-4417.0,-12920.0,17294.1万,154,119
439,等一个人咖啡,6.0,25753166,1.0,['江金霖'],['九把刀'],"['宋芸桦', '禾浩辰', '赖雅妍', '蓝心湄', '李罗']",喜剧,603,119,2014,10,17,80.0,3587.0,12193.0,26730.0,-49.0,-2026.0,-1766.0,-3018.0,1067.7万,18789,318
441,等风来,5.6,10833923,0.999999986352818,['滕华涛'],['鲍鲸鲸'],"['倪妮', '井柏然', '刘雅瑟', '张子萱', '刘孜']",喜剧,61477,107,2013,12,31,908.0,1562.0,5541.0,13133.0,-6.0,0.0,0.0,0.0,7978.8万,794,1031
442,精灵旅社,7.4,21327493,0.9999999999998801,['格恩迪·塔塔科夫斯基'],"['罗伯特·斯密戈尔', '亚当·桑德勒', '托德·杜伦']","['亚当·桑德勒', '安迪·萨姆伯格', '赛琳娜·戈麦斯', '阿什·布林克夫', '凯文·詹姆斯']",喜剧,2099,89,2015,10,27,33.0,2725.0,7150.0,1087.0,-20.0,-2582.0,-7034.0,65.0,7443.6万,334,1845
444,红鹰侠,5.0,5044742,0.9999999999999988,['韦西·沙赞那庭'],['韦西·沙赞那庭'],"['阿南达·爱华灵咸', '雅琳达·邦恩纳克', '罗恩·斯穆安伯格', 'Wannasing Prasertkul', 'Pornwut Sarasin']",动作,61422,130,2012,03,02,245.0,4390.0,7091.0,7424.0,-39.0,0.0,0.0,0.0,380.6万,1074,96
446,纯纯欲动,3.5,25758654,1.0,['王丹'],['素衣'],"['徐嘉苇', '常诚', '张磊', '苗苗', '袁乙心']",喜剧,38771,86,2014,08,08,802.0,10275.0,35188.0,33460.0,-453.0,-2862.0,-4851.0,-9532.0,28.1万,376,360
447,纽约行动,4.3,2996752,0.9999268773484143,['艾萨克·佛罗伦汀'],"['博兹·大卫逊', 'Michael Hurst']","['斯科特·阿金斯', '伊原刚志', '肘井美佳', '伊川东吾', '迈尔斯·安德森']",剧情,110432,86,2012,04,13,444.0,251.0,269.0,692.0,-178.0,0.0,0.0,0.0,1234.4万,9438,120
448,终极大冒险,4.8,24522852,0.9998963257737592,['孙立军'],"['牛博鸶', '李文贤', '路鹏', '杨磊', '朱云潇']","['谢娜', '路知行', '韩童生', '王劲松', '李扬']",喜剧,60,85,2013,07,20,176.0,26488.0,31726.0,5672.0,-95.0,-26258.0,-28946.0,-4709.0,447.0万,3334,50
449,终极快递,6.5,3718493,0.999990113451057,['埃尔韦·雷诺阿'],['埃尔韦·雷诺阿'],"['迈克尔·扬', '热拉尔丁·纳卡什', '吉米·让-刘易斯', '狄迪尔·弗拉蒙', '卡塔利娜·丹尼斯']",喜剧,42,90,2011,07,02,891.0,18110.0,41871.0,59909.0,-2.0,0.0,0.0,0.0,2126.1万,3124,868
450,绑架大明星,2.8,10484009,0.9983572589580058,"['张加贝', '高奇']",['席琳'],"['陈晓东', '杜海涛', '许雅涵', '杨恭如', '邵美琪']",喜剧,11593,108,2013,08,02,7.0,162.0,1898.0,373.0,-4.0,-141.0,-1786.0,-349.0,104.2万,2125,1501
453,绝录求生,4.9,7055675,0.99999999999082,['陆可'],['李鹰'],"['吴超', '孙骁潇', '吴楚', '冯波', '王思思']",悬疑,434,81,2012,01,06,341.0,1346.0,4908.0,2973.0,-178.0,0.0,0.0,0.0,417.4万,38,771
454,绝色武器,3.9,10828426,0.9024075254838988,['麦子善'],['王晶'],"['谢婷婷', '安志杰', '洪金宝', '伍允龙', '贝安琪']",动作,19331,93,2012,07,13,292.0,2560.0,10078.0,11608.0,-132.0,-2026.0,-9654.0,-6861.0,455.2万,15067,791
456,缘来是咱俩,3.6,5256426,0.99999990640138,['张艺飞'],"['林仕微', '张艺飞']","['黄海冰', '黄小蕾', '方青卓', '李伟健', '季晨']",喜剧,125364,90,2012,11,08,334.0,12153.0,27556.0,26184.0,-11.0,0.0,0.0,0.0,28.8万,649,211
457,缘来是游戏,4.0,25758705,0.9998174207131936,['陈勋奇'],"['陈勋奇', '周小飞', '黄肖英']","['孙坚', '林芮西', '马国明', '雨书', '陈勋奇']",喜剧,11310,109,2014,09,19,968.0,21496.0,43273.0,69128.0,0.0,0.0,0.0,0.0,327.4万,1749,680
458,罪恶赎金,5.4,3439317,0.9999999990181024,['亨里克·鲁本·甘茨'],"['凯利·玛斯特森', '马库斯·萨基']","['詹姆斯·弗兰科', '凯特·哈德森', '奥玛·希', '汤姆·威尔金森', '安娜·弗莱尔']",动作,18580,88,2015,07,03,909.0,2412.0,3576.0,11366.0,0.0,0.0,0.0,0.0,471.7万,1061,407
460,美国队长,7.9,6390823,1.0,"['安东尼·罗素', '乔·罗素']","['克里斯托弗·马库斯', '斯蒂芬·麦克菲利']","['克里斯·埃文斯', '斯嘉丽·约翰逊', '塞巴斯蒂安·斯坦', '安东尼·麦凯', '海莉·阿特维尔']",动作,35,136,2014,04,04,822.0,26323.0,17847.0,32594.0,-301.0,56.0,78.0,289.0,8470.4万,42333,10591
461,美国骗局,6.6,6873657,0.999999999325109,['大卫·O·拉塞尔'],"['埃里克·辛格尔', '大卫·O·拉塞尔']","['克里斯蒂安·贝尔', '布莱德利·库珀', '艾米·亚当斯', '杰瑞米·雷纳', '詹妮弗·劳伦斯']",剧情,109687,103,2014,07,04,911.0,1780.0,1034.0,4919.0,-3.0,0.0,0.0,0.0,2083.1万,-15665,5018
462,美姐,7.8,10833919,1.0,['郝杰'],"['郝杰', '葛夏']","['叶兰', '冯四', '葛夏', '冯云', '李玉琴']",剧情,113933,91,2013,10,18,304.0,6485.0,4806.0,12339.0,-75.0,0.0,0.0,0.0,68.3万,6862,573
463,美少女特攻队,6.1,3262050,0.9999999970800328,['扎克·施奈德'],"['扎克·施奈德', 'Steve Shibuya']","['艾米莉·布朗宁', '杰米·钟', '吉娜·马隆', '凡妮莎·哈金斯', '艾比·考尼什']",动作,492,110,2011,04,15,107.0,9089.0,15953.0,1111.0,-1.0,0.0,0.0,0.0,4632.5万,7309,597
