,name,rating,id,sentiment,director,scriptwriter,starring,genre,total_people,running_time,year,month,day,a_number,a_comment,a_forward,a_like,b_number,b_comment,b_forward,b_like
744,人再囧途之泰囧,7.4,10574622,0.9999746288370316,['徐峥'],"['徐峥', '丁丁', '束焕']","['徐峥', '王宝强', '黄渤', '陶虹', '谢楠']",喜剧,2168,105,2012,12,12,95.0,1347.0,3671.0,2211.0,-61.0,182.0,-1564.0,1233.0
745,十二生肖,6.7,4212172,1.0,['成龙'],"['成龙', '唐季礼', '邓景生', '陈勋奇']","['成龙', '权相宇', '廖凡', '姚星彤', '张蓝心']",喜剧,2168,122,2012,12,20,880.0,665867.0,2002681.0,945243.0,-1.0,0.0,0.0,0.0
746,凶间雪山,3.7,10478207,0.999067638513211,['周耀武'],['周耀武'],"['吴卓羲', '邓丽欣', '邓紫衣', '唐宸禹', '孙祖扬']",惊悚,62094,88,2012,12,21,47.0,3937.0,11110.0,508.0,-38.0,-3824.0,-10822.0,-185.0
747,桃枝的桃,5.8,20429392,0.9999976696661144,['毕然'],['林深'],"['曹琦', '陈川']",剧情,62094,92,2012,12,23,890.0,9551.0,23617.0,47586.0,-2.0,-1171.0,-2192.0,-1358.0
748,南方大冰雪,4.7,20427700,0.9971829667162097,['龚应恬'],['傅建文'],"['房思瑜', '敖翔', '吴超', '王奕盛', '江佳奇']",剧情,1781,80,2012,12,28,684.0,5610.0,24914.0,20095.0,-259.0,0.0,0.0,0.0
749,金箍棒传奇,4.7,20411172,0.2697402733459143,['哈磊'],"['王冰', '马华', '何巍']","['韩雪', '吴天昊', '于立', '榕榕', '童自荣']",喜剧,12497,88,2012,12,29,235.0,1258.0,7509.0,4875.0,-174.0,291.0,-3773.0,-3896.0
750,玩命时光,3.3,4942768,0.9997424256665804,['曲瓅男'],['曲瓅男'],"['秦昊', '徐娇', '秦子越', '梁家仁', '苑琼丹']",惊悚,12497,98,2012,12,31,51.0,671.0,186.0,689.0,-18.0,90.0,61.0,194.0
751,犀利人妻,5.4,10461368,0.9999938984972118,"['王珮华', '王仁里']","['杨海薇', '王佩华', '陈慧如', '洪立妍']","['隋棠', '温升豪', '王宥胜', '小小彬', '蔡淑臻']",爱情,1943,109,2012,12,31,833.0,6852.0,21561.0,98241.0,0.0,1732.0,6645.0,-36787.0
752,大叔，我爱你,5.4,10827168,0.7354382659592164,['胡崇曦'],['吕娜'],"['张智霖', '付梦妮', '翁虹', '野营', '郭美孜']",喜剧,1943,105,2013,01,11,2.0,37.0,126.0,110.0,0.0,0.0,0.0,0.0
753,危情营救,2.7,6999296,0.65864561244729,['段国云'],['郝瑞'],"['翁家明', '王姬', '高丽雯', '石兆琪']",动作,440,90,2013,01,12,4.0,75.0,75.0,317.0,-1.0,-13.0,-16.0,-31.0
754,喜剧王,2.8,10751153,0.024053168661980484,['唐昱'],"['唐昱', '曹榆']","['孙兴', '九孔', '杜海涛', '章雯淇', '唐群']",喜剧,440,90,2013,01,15,791.0,2523.0,1971.0,34567.0,-570.0,-180.0,-1435.0,-21133.0
755,夺宝联盟,7.1,5502697,0.9999999999999998,['崔东勋'],['崔东勋'],"['金允石', '全智贤', '李政宰', '金惠秀', '金海淑']",动作,252,123,2013,01,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
756,都是手机惹的祸,2.2,20501146,0.9983532448658872,['尹哲'],['林小堂'],"['田亮', '史可', '方青卓', '张国强', '叶竞生']",喜剧,252,95,2013,01,18,56.0,1350.0,2811.0,1653.0,-29.0,-681.0,-2304.0,-770.0
757,007：大破天幕杀机,6.9,2363876,0.9999999999941412,['萨姆·门德斯'],"['尼尔·珀维斯', '罗伯特·韦德', '约翰·洛根']","['丹尼尔·克雷格', '朱迪·丹奇', '哈维尔·巴登', '拉尔夫·费因斯', '娜奥米·哈里斯']",动作,134104,143,2013,01,21,13.0,103.0,393.0,411.0,-1.0,-4.0,40.0,52.0
758,小小飞虎队,3.8,19977815,0.9998831223108844,['钱晓鸿'],['赵冬苓'],"['赵泽文', '张一山', '小叮咚', '胡天阳', '丁柳元']",喜剧,134104,91,2013,01,25,35.0,2716.0,1062.0,11969.0,-21.0,-2343.0,-890.0,-10913.0
759,波鲁鲁冰雪大冒险,6.4,20416699,0.9999999453139852,['朴英均'],"['李善', '李美子', '洪小英', '郑美淑', '金桓镇']",[],动画,102,79,2013,01,25,221.0,5963.0,7981.0,22182.0,523.0,-641.0,-2783.0,2759.0
760,孤岛惊魂2,2.8,20380318,0.9991008129797326,['钟继昌'],['方思行'],"['邓家佳', '陈志朋']",悬疑,102,93,2013,01,26,833.0,61026.0,123142.0,945127.0,0.0,-58147.0,-115855.0,-927378.0
761,巴啦啦小魔仙,3.5,20369263,0.9999999998095184,"['李欣', '叶凯']",['齐圆'],"['廖景萱', '袁奇峰', '王慧', '唐梦娅']",儿童,60796,85,2013,01,31,51.0,95.0,1140.0,730.0,-34.0,-55.0,-845.0,-307.0
762,洛克王国2圣龙的心愿,5.7,20443571,0.9999999999209526,['于胜军'],['曹大伟'],"['林颖', '孙闻']",动画,60796,89,2013,01,31,879.0,10814.0,13447.0,47623.0,-1.0,29.0,17.0,211.0
763,女蛹之人皮嫁衣,6.5,6793319,1.0,['邱处机'],"['邱处机', '玄武的鱼']","['张榕容', '任泉', '李威', '崔杰', '高蓓蓓']",爱情,17601,94,2013,02,01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764,全城高考,5.0,10759926,0.999999861609346,['钟少雄'],"['赵葆华', '李志朴']","['方中信', '乔乔', '谭佑铭', '吴俊余', '陆翊']",剧情,17601,98,2013,02,05,918.0,6705.0,17774.0,25039.0,-3.0,0.0,0.0,0.0
765,爱情不NG,4.8,10594958,0.999999999717926,['朱时茂'],"['秘天慧', '李冲']","['信', '钟欣潼', '李小冉', '余少群', '袁成杰']",喜剧,340919,100,2013,02,10,693.0,21821.0,14493.0,317871.0,-370.0,-18785.0,-12224.0,-243199.0
766,越来越好之村晚,4.3,20395646,0.9999999999999998,"['张一白', '谢东燊']",['徐正超'],"['郭富城', '王宝强', '吴君如', '徐静蕾', '佟大为']",喜剧,340919,105,2013,02,10,242.0,26245.0,17980.0,98956.0,-129.0,1616.0,52905.0,-20456.0
767,101次求婚,5.6,5319835,1.0,['陈正道'],"['张巍', '任鹏']","['黄渤', '林志玲', '高以翔', '秦海璐', '武田铁矢']",爱情,7079,104,2013,02,12,563.0,9003.0,31729.0,41961.0,-46.0,0.0,0.0,0.0
768,侠探杰克,5.9,25789402,0.9999998381823664,['爱德华·兹威克'],"['马歇尔·赫斯科维兹', '理查德·温克', '爱德华·兹威克', '李查德']","['汤姆·克鲁斯', '寇碧·史莫德斯', '罗伯特·克耐普', '达妮卡·亚罗什', '阿尔迪斯·霍吉']",动作,7079,118,2016,10,21,644.0,8006.0,22589.0,37255.0,-451.0,-4774.0,-17201.0,-24373.0
769,电梯惊魂,3.5,10773447,0.9983159169217908,['宁敬武'],"['刘沄朋', '宁敬武', '刘无']","['蓝正龙', '周秀娜', '谢君豪', '蔡鸿翔', '杨青']",悬疑,8109,88,2013,02,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770,霍比特人：意外之旅,8.1,1966182,1.0,['彼得·杰克逊'],"['弗兰·威尔士', '菲利帕·鲍恩斯', '彼得·杰克逊', '吉尔莫·德尔·托罗', 'J·R·R·托尔金']","['伊恩·麦克莱恩', '马丁·弗瑞曼', '理查德·阿米蒂奇', '肯·斯托特', '格拉汉姆·麦克泰维什']",动作,8109,169,2013,02,22,418.0,15706.0,14252.0,167615.0,-339.0,-11917.0,-11295.0,-146681.0
771,国徽,5.3,19965216,0.9999989235323676,['邢树民'],['郎云'],"['一真', '刘鉴', '宫晓瑄', '徐雷智', '曹蓬']",剧情,2648,90,2013,02,27,5.0,568.0,4962.0,3343.0,0.0,0.0,0.0,0.0
772,悲惨世界,8.5,6860160,1.0,['汤姆·霍珀'],"['威廉姆·尼克尔森', '阿兰·布伯里勒', '克洛德-米歇尔·勋伯格', '赫伯特·克莱茨莫', '维克多·雨果']","['休·杰克曼', '罗素·克劳', '安妮·海瑟薇', '阿曼达·塞弗里德', '萨莎·拜伦·科恩']",剧情,10502,157,2013,02,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,三月情流感,3.5,10583863,6.8238540662513e-07,['谢鸣晓'],"['钱海毅', '虞俏']","['范逸臣', '陈洁', '徐德亮', '林筱筠', '金士杰']",喜剧,10502,90,2013,03,01,899.0,451.0,6199.0,57498.0,5.0,0.0,0.0,0.0
774,午夜微博,3.5,6844887,0.9775863756116712,['邓科'],"['高路', '邓科', 'kirtmei']","['邓紫衣', '唐禹哲', '杜娟', '刘羽琦', '洪亦平']",悬疑,193,90,2013,03,01,56.0,513.0,586.0,1247.0,-31.0,-129.0,-178.0,-451.0
775,南泥湾,2.4,19944520,0.9183468358554748,['彭丹'],"['王兵', '彭丹']","['彭丹', '任帅', '姬他']",剧情,193,110,2013,03,01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,特警判官,6.3,3387483,0.9999740032900408,['皮特·特拉维斯'],"['亚历克斯·嘉兰', '约翰·瓦格纳', '卡洛斯·埃斯克拉']","['卡尔·厄本', '奥莉薇·瑟尔比', '琳娜·海蒂', '道比·欧帕瑞', '兰利·柯克伍德']",动作,2400,90,2013,03,01,587.0,2889.0,2761.0,26279.0,-223.0,0.0,0.0,0.0
777,劫案迷云,6.0,5151892,0.0003081310657825353,['西蒙·韦斯特'],['大卫·古根海姆'],"['尼古拉斯·凯奇', '玛琳·阿克曼', '乔什·卢卡斯', '丹尼·赫斯顿', '马克·瓦雷']",剧情,2400,96,2013,03,01,925.0,2227.0,3105.0,6070.0,1.0,0.0,0.0,0.0
778,青春雷锋,2.5,11627079,0.9999785071312636,['刘一君'],"['谭仲池', '彭海燕']","['胡家华', '孙健淇', '张江诗琴', '种丹妮', '温亚南']",剧情,42308,101,2013,03,04,902.0,2081.0,2831.0,6851.0,0.0,0.0,0.0,0.0
779,雷锋的微笑,2.4,21363244,0.9772987228330428,['张玉中'],"['赵峻防', '张玉中']","['万思维', '唐国强', '徐箭', '巫刚', '李幼斌']",剧情,42308,92,2013,03,05,4.0,36.0,132.0,206.0,-3.0,-12.0,-114.0,-23.0
780,雷锋在1959,2.8,20438460,0.9999998007186311,['宁海强'],['黑纪文'],"['钟秋', '葛晓凤', '宁宁', '刘鹏', '肖婷佳']",剧情,545,90,2013,03,05,826.0,132331.0,63527.0,1053951.0,-36.0,-35910.0,-18293.0,-581902.0
781,逆世界,6.2,3566266,1.0,['胡安·索拉纳斯'],"['胡安·索拉纳斯', '圣地亚哥·阿米戈雷纳', '皮埃尔·马尼']","['吉姆·斯特吉斯', '克斯汀·邓斯特', '蒂莫西·斯波', '布鲁·曼库马', '尼古拉斯·罗斯']",剧情,545,109,2013,03,07,877.0,6441.0,3822.0,70547.0,-8.0,0.0,0.0,0.0
782,暴走吧，女人,4.4,10764042,0.9824207466667544,['董董'],['王黎'],"['范文芳', '李斯丹妮', '范逸臣', '王莎莎', '钟欣怡']",剧情,78,110,2013,03,08,4.0,145.0,48.0,47.0,0.0,0.0,0.0,0.0
783,午夜火车,3.2,21339648,4.345328296073703e-07,['张江南'],['张江南'],"['霍思燕', '惠英红', '李宗翰', '王双宝', '岑小林']",悬疑,78,84,2013,03,08,828.0,30874.0,24584.0,974021.0,-1.0,-9237.0,-5335.0,-348580.0
784,笑功震武林,4.6,6984061,0.9999999235681436,"['王晶', '姜国民']",['王晶'],"['洪金宝', '吴君如', '郑中基', '曾志伟', '王祖蓝']",喜剧,12975,90,2013,03,08,922.0,37942.0,53085.0,189179.0,0.0,-11879.0,-12075.0,-15525.0
785,萧红,6.3,6781971,1.0,['霍建起'],"['思芜', '乙福海']","['宋佳', '黄觉', '王仁君', '张博', '李依玲']",剧情,12975,120,2013,03,08,62.0,1960.0,13678.0,5855.0,-35.0,-325.0,-10445.0,-1224.0
786,铁娘子：坚固柔情,7.6,3073158,0.9999999999999992,['菲利达·劳埃德'],['艾比·摩根'],"['梅丽尔·斯特里普', '吉姆·布劳德本特', '安东尼·海德', '理查德·E·格兰特', '亚历山德拉·罗奇']",剧情,7939,105,2013,03,08,812.0,13422.0,17661.0,430805.0,-48.0,0.0,0.0,0.0
787,不要迷恋姐,2.6,21359363,0.937478717167454,['钟萱'],['钟萱'],"['钟萱', '刘栋升', '王玥', '牟青', '博林']",喜剧,7939,95,2013,03,08,15.0,337.0,2634.0,778.0,-3.0,-106.0,-1371.0,456.0
789,囧人之越挠越痒,3.7,10545947,0.009938182621576195,['李华彤'],['王靖'],"['高捷', '刘畊宏', '周晓鸥', '洪剑涛', '周楚濋']",剧情,83,89,2013,03,14,152335.0,13048.0,21288.0,38564.0,2.0,0.0,0.0,1.0
790,骇战,6.1,7161695,1.0,['林世勇'],['林世勇'],"['陈柏霖', '陈意涵', '修杰楷', '郭雪芙', '林玟谊']",爱情,21419,105,2013,03,14,264.0,24332.0,12833.0,89531.0,-194.0,-18656.0,-8919.0,-23036.0
791,爱情银行,6.0,11632586,0.9999999998503952,['曲江涛'],"['曲江涛', '黄晶', '杨子萱']","['夏雨', '周泓', '徐洁儿', '罗京民', '姜寒']",剧情,21419,94,2013,03,14,202.0,945.0,21308.0,8373.0,-43.0,0.0,0.0,0.0
792,虎胆龙威5,6.2,4312428,0.15316948871609035,['约翰·摩尔'],['斯基普·伍兹'],"['布鲁斯·威利斯', '杰·科特尼', '塞巴斯蒂安·科赫', '玛丽·伊丽莎白·温斯特德', '俞莉亚·斯尼吉尔']",动作,41,98,2013,03,14,377.0,7439.0,4336.0,182925.0,-290.0,-2678.0,-3251.0,-136439.0
793,北京遇上西雅图,7.4,10574468,1.0,['薛晓路'],['薛晓路'],"['汤唯', '吴秀波', '海清', '宋美曼', '宋美慧']",喜剧,41,123,2013,03,21,69.0,279.0,1199.0,422.0,-59.0,-249.0,-1069.0,-335.0
794,刘老庄八十二壮士,4.3,19967789,0.0002427694407438618,['杨虎'],['赵玉莹'],"['赵毅', '刘鉴', '白雨', '池源', '高郡伟']",历史,18527,100,2013,03,22,140.0,1822.0,11529.0,7217.0,-49.0,-758.0,-8741.0,-2866.0
795,止杀令,5.1,21357362,0.9975584767630276,['王坪'],['冉平'],"['赵有亮', '涂们', '李小冉', '耿乐', '余少群']",剧情,18527,108,2013,03,22,104.0,263.0,2130.0,1301.0,-61.0,584.0,230.0,402.0
796,叶问：终极一战,6.2,10794042,1.0,['邱礼涛'],"['李敏', '冼国林']","['黄秋生', '曾志伟', '钟欣潼', '陈小春', '周定宇']",剧情,1169,100,2013,03,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,巨人捕手杰克,6.1,3415993,0.9999999999999224,['布莱恩·辛格'],"['达伦·莱姆克', '克里斯托弗·麦奎里', '丹·斯塔德尼', '大卫·道金']","['尼古拉斯·霍尔特', '埃莉诺·汤姆林森', '伊万·麦克格雷格', '斯坦利·图齐', '埃迪·马森']",剧情,1169,114,2013,03,25,890.0,1425.0,3868.0,15614.0,-4.0,0.0,0.0,0.0
798,楼,2.8,21264290,0.008254326396985201,['李远'],['程力栋'],"['林心如', '谭耀文', '陈司翰', '白柳汐', '张达明']",悬疑,344574,85,2013,03,28,11.0,38.0,423.0,464.0,-2.0,9.0,-145.0,2.0
799,厨子戏子痞子,7.0,6011806,1.0,['管虎'],"['管虎', '董润年']","['刘烨', '张涵予', '黄渤', '田中千绘', '梁静']",喜剧,283298,108,2013,03,29,17.0,11537.0,15657.0,29825.0,-7.0,84.0,991.0,3.0
800,魔境仙踪,6.3,4816602,1.0,['山姆·雷米'],"['米切尔·卡普勒', '大卫·林赛-阿贝尔', '李曼·法兰克·鲍姆']","['詹姆斯·弗兰科', '米歇尔·威廉姆斯', '蕾切尔·薇兹', '米拉·库尼斯', '扎克·布拉夫']",奇幻,283298,130,2013,03,29,44.0,2743.0,5231.0,19468.0,-6.0,0.0,0.0,0.0
801,毒战,7.2,10344754,1.0,['杜琪峰'],"['韦家辉', '游乃海', '陈伟斌', '余曦']","['孙红雷', '古天乐', '黄奕', '钟汉良', '高云翔']",剧情,327,108,2013,04,02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,忠烈杨家将,6.0,5996799,0.9999138169335204,['于仁泰'],"['黄子桓', '刘诗嘉', '于仁泰']","['郑少秋', '徐帆', '郑伊健', '于波', '周渝民']",战争,327,103,2013,04,04,32.0,1415.0,1730.0,3152.0,-8.0,-9.0,-50.0,0.0
803,石榴树上结樱桃,5.1,3774036,0.9998105720368,['陈力'],"['陈力', '李洱']","['师春玲', '宁理', '缪婷茹', '张刚']",剧情,33,89,2013,04,04,196.0,336.0,895.0,1544.0,-77.0,0.0,0.0,0.0
804,分手合约,5.7,19973815,0.9999999999997542,['吴基焕'],"['秦海燕', '阿美']","['白百何', '彭于晏', '吴佩慈', '蒋劲夫']",爱情,33,103,2013,04,12,748.0,38515.0,14386.0,1046288.0,-482.0,-25533.0,25200.0,-983158.0
805,特种部队2：全面反击,6.4,4301181,0.999999999827848,['朱浩伟'],"['瑞特·里斯', '保罗·韦尼克']","['道恩·强森', '布鲁斯·威利斯', '李秉宪', '雷·帕克', '阿德琳妮·帕里奇']",动作,57607,107,2013,04,15,3.0,9.0,276.0,3.0,-1.0,-9.0,-276.0,-3.0
806,甜蜜18岁,5.3,10759790,0.9999901539195036,['何文超'],['何文超'],"['周文奕', '祁琪', '滕飞', '郑爽', '刘前程']",剧情,93,90,2013,04,19,352.0,824.0,680.0,2699.0,-88.0,1689.0,2277.0,7373.0
807,柠檬,4.2,6894260,1.0,['章家瑞'],"['韩志', '袁大举']","['立威廉', '洪晓熙', '金莎', '谭佑铭', '刘仪伟']",剧情,93,100,2013,04,19,12.0,397.0,412.0,612.0,-1.0,-63.0,-80.0,133.0
808,刺夜,5.6,11226120,0.9999999996961809,"['任鹏远', '彭际航']",['张启音'],"['蒲巴甲', '杜奕衡', '吴卫东', '王子子', '何杜娟']",动作,7164,95,2013,04,19,884.0,7081.0,29928.0,27733.0,-1.0,0.0,0.0,0.0
809,变身超人,6.6,10833970,0.9999529209259356,['张时霖'],"['九把刀', '张时霖', '施名黛', '何昕明', '李庭瑜']","['陈柏霖', '邱彦翔', '郭雪芙', '陈庭萱', '敖犬']",喜剧,7164,95,2013,04,19,371.0,2550.0,7034.0,8891.0,-272.0,-1432.0,-1327.0,-5157.0
810,疯狂原始人,8.7,1907966,1.0,"['柯克·德·米科', '克里斯·桑德斯']","['克里斯·桑德斯', '柯克·德·米科', '约翰·克立斯']","['尼古拉斯·凯奇', '艾玛·斯通', '瑞恩·雷诺兹', '凯瑟琳·基纳', '克萝丽丝·利奇曼']",喜剧,9283,98,2013,04,20,73.0,2627.0,4671.0,1754.0,-41.0,449.0,311.0,-52.0
811,致我们终将逝去的青春,6.6,6973376,1.0,['赵薇'],"['李樯', '辛夷坞']","['杨子姗', '赵又廷', '韩庚', '江疏影', '刘雅瑟']",剧情,9283,132,2013,04,26,805.0,24577.0,14589.0,443155.0,-556.0,-16603.0,-9701.0,-359016.0
812,同谋,4.9,10617168,0.9993007986640372,['彭顺'],"['彭顺', '吴孟璋', '彭柏成']","['郭富城', '张家辉', '江一燕', '陈观泰', '李晨浩']",剧情,75716,102,2013,04,27,80.0,5143.0,7164.0,6337.0,-63.0,-4228.0,-6001.0,-5292.0
813,西柏坡2：英雄王二小,2.6,19977818,0.9999916453381976,['施屹'],['濮澍'],"['刘纯燕', '李扬', '董浩', '张安琪', '洪海天']",动画,75716,85,2013,04,28,33.0,51.0,127.0,155.0,0.0,0.0,0.0,0.0
814,人间蒸发,2.8,20280082,0.9999999977164912,['梁德森'],['梁德森'],"['柳岩', '李灿森', '钟丽缇', '何华超', '国村隼']",悬疑,67971,90,2013,04,28,812.0,44044.0,220771.0,321273.0,-371.0,-41395.0,-207061.0,-272956.0
815,石器时代之百万大侦探,3.2,10756728,0.7302585709091058,['王松'],"['王松', '孙炜炜']","['叶山豪', '黄璐', '梁家仁', '龚蓓苾', '贾伟']",喜剧,67971,87,2013,04,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,百家乐翻天,5.7,6514136,0.9999999999999872,['王晶'],['王晶'],"['杜汶泽', '薛凯琪', '罗家英', '朱咪咪', '胡然']",喜剧,19393,90,2013,04,28,32.0,514.0,705.0,767.0,2.0,12.0,-343.0,418.0
817,大野狼和小绵羊的爱情,6.6,10467779,0.9999999999054976,['侯季然'],"['侯季然', '杨元铃', '何昕明']","['柯震东', '简嫚书', '郭书瑶', '陆廷威', '谢欣颖']",剧情,19393,86,2013,04,28,859.0,116101.0,139377.0,1415598.0,-35.0,0.0,0.0,0.0
818,星爸客,7.3,5959696,0.9999999999122842,['肯·斯科特'],"['肯·斯科特', '马丁·珀蒂']","['帕特里克·华德', '朱莉·勒布勒东', '安托万·贝特朗', '多米尼克·菲利', '马克·贝朗热']",喜剧,114687,107,2013,04,29,378.0,35066.0,28450.0,345181.0,-237.0,-5111.0,-3918.0,-152241.0
819,钢铁侠3,7.5,3231742,0.99805823400824,['沙恩·布莱克'],"['沙恩·布莱克', '德鲁·皮尔斯', '斯坦·李', '唐·赫克', '拉里·利伯', '杰克·科比']","['小罗伯特·唐尼', '盖·皮尔斯', '格温妮斯·帕特洛', '本·金斯利', '唐·钱德尔']",动作,114687,134,2013,05,01,802.0,24563.0,19766.0,228406.0,-512.0,-17473.0,-15128.0,-201759.0
820,弹无虚发之死亡之海,5.7,24527030,0.8078102717881955,['高力强'],['姜宏'],"['亓航', '陈之辉', '霍蓉', '张晔', '刘新']",剧情,482,97,2013,05,07,867.0,13356.0,8421.0,67406.0,4.0,-241.0,-1185.0,-9552.0
821,遗落战境,6.9,3895511,0.9999999321535404,['约瑟夫·科辛斯基'],"['约瑟夫·科辛斯基', '卡尔·盖杜谢克', '迈克尔·阿恩特']","['汤姆·克鲁斯', '摩根·弗里曼', '欧嘉·柯瑞兰寇', '尼古拉·科斯特-瓦尔道', '佐伊·贝尔']",动作,63681,124,2013,05,10,914.0,30686.0,488069.0,269980.0,0.0,0.0,0.0,-1.0
822,钢琴木马,5.2,5413785,0.9999999999932528,"['吕祖松', '崔斯韦']",['崔斯韦'],"['张默', '林逸欣', '连凯', '尤秋兴', '颜志琳']",剧情,223543,93,2013,05,10,222.0,433.0,928.0,1676.0,-192.0,-242.0,-649.0,72.0
823,亲爱,7.0,10564052,1.0,['李欣蔓'],['李欣蔓'],"['余男', '于谦', '乌吉穆', '邵何之杰', '徐玉兰']",剧情,223543,98,2013,05,10,146.0,681.0,915.0,1023.0,-54.0,0.0,0.0,0.0
824,残团,4.0,20458803,0.2222227056656612,['蔡抒南'],['吴远博'],"['范雨林', '李梅可', '王辉']",剧情,10862,89,2013,05,11,591.0,4189.0,5064.0,17964.0,-68.0,-20.0,203.0,117.0
825,被解救的姜戈,8.5,6307447,1.0,['昆汀·塔伦蒂诺'],['昆汀·塔伦蒂诺'],"['杰米·福克斯', '莱昂纳多·迪卡普里奥', '克里斯托弗·沃尔兹', '塞缪尔·杰克逊', '凯丽·华盛顿']",剧情,10862,163,2013,05,12,240684.0,3679.0,3798.0,22419.0,0.0,-184.0,-126.0,-1672.0
826,临终囧事,5.3,24089455,0.9999586945113156,['钱江汉'],"['文隽', '丁小洋']","['包贝尔', '詹瑞文', '文咏珊', '冯淬帆', '莫小棋']",喜剧,228977,95,2013,05,16,838.0,36375.0,26427.0,493951.0,0.0,14708.0,6332.0,110413.0
827,中国合伙人,7.6,11529526,1.0,['陈可辛'],"['周智勇', '张冀', '林爱华']","['黄晓明', '邓超', '佟大为', '杜鹃', '王真儿']",剧情,17445,112,2013,05,17,4.0,12.0,409.0,4.0,-3.0,-2.0,-29.0,-2.0
828,别跟我谈高富帅,3.1,11636291,3.1846322510187264e-06,"['张一墨', '臧溪川']","['刘卫兵', '沈诗棋']","['王聪', '甘露', '啜妮', '宋哲', '艾晓琪']",喜剧,17445,90,2013,05,24,840.0,183156.0,101680.0,2396177.0,-5.0,-143436.0,-95290.0,-2095753.0
829,圣诞玫瑰,6.1,10600271,1.0,['杨采妮'],"['杨采妮', '吕冠南', '姚天朗', '梁维安']","['郭富城', '桂纶镁', '夏雨', '秦海璐', '张震']",剧情,23503,92,2013,05,24,24.0,104.0,509.0,216.0,-20.0,-74.0,-400.0,-66.0
830,一路狂奔,3.1,24325927,0.989137482314142,['王钧'],['卢一鸣'],"['李梦男', '潘斌龙', '谢娜', '何炅', '刘桦']",喜剧,23503,96,2013,05,24,877.0,11925.0,18400.0,56175.0,-1.0,0.0,0.0,0.0
831,冲锋号,2.3,21323597,0.9999996172981129,['贺梦凡'],"['贺梦凡', '潘昌礼', '陈红波']",['邱启明'],动画,6205,82,2013,05,24,908.0,1231.0,1165.0,8830.0,-5.0,0.0,0.0,1.0
832,吊车尾的逆袭,6.1,24722859,0.9999999879554629,['张晓颖'],"['李林涛', '毛小玉']",['王世雄'],剧情,6205,10,2013,05,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,星际迷航：暗黑无界,7.9,3642843,1.0,['J·J·艾布拉姆斯'],"['艾里克斯·库兹曼', '达蒙·林德洛夫', '罗伯托·奥奇']","['克里斯·派恩', '扎克瑞·昆图', '佐伊·索尔达娜', '本尼迪克特·康伯巴奇', '西蒙·佩吉']",动作,19666,132,2013,05,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
