,name,rating,id,sentiment,director,scriptwriter,starring,genre,total_people,running_time,year,month,day,a_number,a_comment,a_forward,a_like,b_number,b_comment,b_forward,b_like
839,王牌情敌,5.5,21248460,0.9860945583320916,['钟澍佳'],"['戚家基', '郭建乐', '甄栢荣', '赵善恒']","['谭咏麟', '陈百祥', '叶玉卿', '曾志伟', '冯淬帆']",喜剧,279,98,2013,06,04,32.0,1231.0,1661.0,11383.0,-20.0,-1008.0,-1184.0,-11126.0
840,致命黑兰,6.9,5028536,0.9999999933348752,['奥利维尔·米加顿'],"['吕克·贝松', '罗伯特·马克·卡门']","['佐伊·索尔达娜', '迈克尔·瓦尔坦', '马克斯·马蒂尼', '詹迪·莫拉', '连尼·詹姆斯']",剧情,279,108,2013,06,07,4.0,11.0,58.0,149.0,0.0,0.0,0.0,0.0
841,逆光飞翔,8.2,10733376,1.0,['张荣吉'],['李念修'],"['张榕容', '黄裕翔', '李烈', '许芳宜', '柯淑勤']",剧情,43457,107,2013,06,08,17.0,6385.0,9710.0,62571.0,-13.0,-5843.0,-9182.0,-61013.0
842,夜幕惊魂,3.7,5041040,0.8135206858213575,['丁小洋'],"['丁小洋', '赵犇', '赵梦']","['吴佩慈', '张翰', '连晋', '赵英俊', '淳于珊珊']",喜剧,43457,89,2013,06,09,8.0,45.0,138.0,151.0,-6.0,-44.0,-118.0,-150.0
843,杀戒,5.1,10617163,1.0,['竹卿'],"['刘恒', '竹卿', '俞胜利']","['刘烨', '倪妮', '王迅', '张逗逗', '孙桂田']",爱情,127963,104,2013,06,09,138.0,3054.0,2570.0,54029.0,-99.0,-673.0,-1017.0,-9268.0
844,天机·富春山居图,2.9,5364905,0.6608957949204575,['孙健君'],['孙健君'],"['刘德华', '林志玲', '张静初', '佟大为', '斯琴高娃']",动作,127963,122,2013,06,09,16.0,1542.0,1519.0,2195.0,-2.0,-606.0,68.0,-127.0
846,百万爱情宝贝,3.9,11625733,0.9999999999999996,['磐石'],"['刘宁波', '王十一', '磐石']","['马天宇', '林源', '郭家铭', '刘圆媛', '王璐娓']",喜剧,267366,90,2013,06,09,810.0,9358.0,36982.0,97591.0,-79.0,3429.0,-8848.0,2136.0
847,圣龙奇兵大冒险,5.4,20515265,0.9999999827479326,"['乔彧', '马系海', '何钜宇']",['戴宾雅'],"['张页川', '张琳', '高全胜', '李团', '刘红韵']",动画,54406,85,2013,06,10,807.0,10852.0,3300.0,177196.0,-411.0,1145.0,452.0,-81055.0
848,大片,4.7,23127631,0.946570649920768,['向飞'],['向飞'],"['吴孟达', '于谦', '刘芸', '王宁', '向飞']",剧情,54406,100,2013,06,11,684.0,23729.0,17363.0,443434.0,-431.0,-8762.0,-2437.0,-314462.0
849,非秀不可,3.7,19967777,0.999999997015101,['钱路劼'],['钱路劼'],"['李宛仪', '李亭哲', '佴文', '宫正楠']",剧情,15939,98,2013,06,14,266.0,4206.0,18236.0,9043.0,-92.0,-1749.0,-2429.0,-3716.0
850,枕边有张脸,3.9,19962668,0.9715380995394084,['赵小溪'],['牛朝杰'],"['吴其江', '赵仕瑾', '王翀', '赵叶索', '刘妙']",悬疑,15939,96,2013,06,14,40.0,6574.0,4845.0,84182.0,-24.0,2992.0,3193.0,-72088.0
851,超人：钢铁之躯,6.8,2049435,0.9999999999999452,['扎克·施奈德'],"['大卫·S·高耶', '克里斯托弗·诺兰', '乔·舒斯特', '杰里·西格尔']","['亨利·卡维尔', '艾米·亚当斯', '迈克尔·珊农', '凯文·科斯特纳', '戴安·琳恩']",动作,231,143,2013,06,20,71.0,5843.0,13982.0,3170.0,-59.0,-4781.0,-12480.0,-2980.0
852,不二神探,4.6,10604486,0.9999999999844124,['王子鸣'],['张炭'],"['文章', '李连杰', '刘诗诗', '陈妍希', '柳岩']",喜剧,231,98,2013,06,21,9.0,466.0,715.0,804.0,-5.0,-385.0,-504.0,-736.0
853,北漂鱼,4.8,10449536,0.986404580384364,['余治林'],"['余铁力', '凡星', '李晶', '余治林']","['姜峰', '尼玛颂宋', '林子聪', '雷茜', '大鹏']",喜剧,929,88,2013,06,21,16.0,497.0,2414.0,563.0,-9.0,-239.0,-229.0,-5.0
854,那是说着玩的,7.4,10831905,0.9999097728949604,['王魏冬至'],['王魏冬至'],"['郭达', '孙雁斌', '刘小宝']",剧情,929,90,2012,06,23,2.0,28.0,37.0,37.0,0.0,0.0,0.0,0.0
855,小时代,4.7,20376577,0.9999999997108548,['郭敬明'],['郭敬明'],"['杨幂', '柯震东', '郭采洁', '郭碧婷', '谢依霖']",剧情,4782,116,2013,06,27,46.0,796.0,1506.0,1630.0,-14.0,-614.0,-827.0,-1216.0
856,东方中国梦,3.2,24748879,0.9982651441990382,['杨真'],"['杨真', '杨子萱']","['果靖霖', '王冰', '高明', '刁海明', '杨青']",剧情,4782,95,2013,06,27,1.0,4.0,16.0,70.0,0.0,0.0,0.0,0.0
857,萨米大冒险2,6.6,10540210,1.0,['本·斯塔森'],['多米尼克·帕里斯'],"['帕特·卡洛尔', '卡洛斯·麦卡勒斯二世', '辛达·亚当斯', '迪诺·安德拉德', '克里斯·安德鲁·齐佑拉']",动画,2848,92,2013,06,28,816.0,6127.0,1572.0,156533.0,-5.0,15516.0,25054.0,-69472.0
858,开心超人,7.1,24284209,0.9999999999735258,['黄伟明'],['黄伟明'],"['邓玉婷', '祖晴', '高全胜', '刘红韵', '严彦子']",动画,2848,90,2013,06,28,91.0,7159.0,3197.0,53001.0,-68.0,-6263.0,-1226.0,-50750.0
859,盲探,7.1,6872273,1.0,['杜琪峰'],"['韦家辉', '游乃海', '陈伟斌', '余曦']","['刘德华', '郑秀文', '郭涛', '高圆圆', '王紫逸']",喜剧,770,129,2013,07,04,187.0,5830.0,10152.0,16175.0,-75.0,-2397.0,-4231.0,-8170.0
860,初恋未满,6.3,10833971,0.9999999999999564,['刘娟'],['刘娟'],"['张含韵', '冉旭', '代旭', '吴昱瑶', '张政']",剧情,770,105,2013,07,04,35.0,231.0,723.0,690.0,-14.0,-159.0,-428.0,-158.0
861,太极侠,5.4,6041199,1.0,['基努·里维斯'],['迈克尔·G·库尼'],"['陈虎', '基努·里维斯', '莫文蔚', '于海', '叶青']",动作,383444,106,2013,07,05,46.0,1100.0,1547.0,1203.0,-15.0,-425.0,-362.0,-811.0
862,咒·丝,4.6,22206742,0.999995870959685,"['赵小溪', '赵小鸥']","['张艺襦', '翟子陌']","['戴立忍', '梁静', '翟子陌', '孔宋今', '安琥']",惊悚,383444,90,2013,07,05,598.0,4683.0,3736.0,13646.0,-323.0,0.0,0.0,0.0
863,赤警威龙,5.8,3256172,1.0,['沃尔特·希尔'],['亚历山卓·卡蒙'],"['西尔维斯特·史泰龙', '姜成镐', '莎拉·夏希', '阿德沃尔·阿吉纽依-艾格拜吉', '杰森·莫玛']",动作,49490,91,2013,07,09,808.0,5449.0,2306.0,9986.0,-245.0,344.0,235.0,1996.0
864,天台爱情,6.8,10833924,1.0,['周杰伦'],['周杰伦'],"['周杰伦', '王学圻', '曾志伟', '柯有伦', '李心艾']",喜剧,49490,117,2013,07,11,160.0,1250.0,1241.0,8221.0,-99.0,-303.0,-380.0,-6001.0
865,重返地球,5.5,6828823,0.9999998189664536,['M·奈特·沙马兰'],"['加里·维塔', 'M·奈特·沙马兰', '威尔·史密斯']","['威尔·史密斯', '贾登·史密斯', '佐伊·克罗维兹', '苏菲·奥康内多', '格伦·莫肖尔']",动作,19540,100,2013,07,12,268.0,5085.0,3045.0,41862.0,-100.0,0.0,0.0,0.0
866,校花诡异事件,3.1,20473370,0.31475717683800697,['关尔'],"['梁潇潇', '朱孛']","['赵奕欢', '王一', '翟子陌', '孔宋今', '陈美行']",惊悚,19540,102,2013,07,12,44.0,1993.0,35686.0,5217.0,-37.0,-1785.0,-24000.0,-4524.0
867,赛尔号大电影3之战神联盟,4.5,23249761,0.02937800074040542,"['王章俊', '殷玉麒']","['王章俊', '邓磊']","['杨欧', '张安琪', '樊俊航', '苏鑫', '贾志超']",动画,18420,103,2013,07,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868,笔仙Ⅱ,3.9,21618782,0.2423269086129841,['安兵基'],"['韩钟敏', '韩景龙']","['朴寒星', '辛芷蕾', '高欣宇', '张皓然', '李昕岳']",悬疑,18420,94,2013,07,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
869,周恩来的四个昼夜,4.9,19994974,0.9999999995929628,['陈力'],"['田运章', '江月']","['孙维民', '何伟', '储智博', '牛犇', '郝岩']",剧情,7965,103,2013,07,16,875.0,2185.0,9327.0,11587.0,-4.0,0.0,0.0,0.0
870,大明猩,5.4,5919333,0.999999966760533,['金容华'],['金容华'],"['徐娇', '成东日', '金康宇', '金应洙', '边熙峰']",剧情,7965,135,2013,07,18,107.0,6892.0,14639.0,19686.0,-56.0,-2734.0,-11034.0,-10441.0
871,功夫侠,3.7,4118068,0.9997586494301934,"['宁瀛', '袁祥仁']","['张大星', '陈虎', '王倩']","['陈虎', '蒋梦婕', '瓦妮莎·布兰奇', '柴纳·迈克', '阿曼·达博']",动作,1342,94,2013,07,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
872,早见，晚爱,4.4,11639159,0.9999994212510128,['刘国昌'],['陈迅'],"['周渝民', '童瑶', '曹云金', '白羽', '叶一云']",剧情,1342,87,2013,07,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873,火焰山历险记,3.1,24325765,7.81136566210261e-05,['肖淮海'],"['尹恒', '张萍捐']","['古月艺', '寇来', '宏勃', '王一惟', '施欣盈']",动画,61,84,2013,07,19,17.0,405.0,431.0,230.0,-2.0,-25.0,-54.0,-2.0
874,达人也疯狂,3.0,24843514,0.30964816060319234,['曹利民'],['刘卫兵'],"['李丹', '王东林', '张丽', '杨智勇', '孙冬']",剧情,61,90,2013,07,19,900.0,4438.0,16699.0,25480.0,-2.0,0.0,0.0,0.0
875,终极大冒险,4.8,24522852,0.9998963257737592,['孙立军'],"['牛博鸶', '李文贤', '路鹏', '杨磊', '朱云潇']","['谢娜', '路知行', '韩童生', '王劲松', '李扬']",喜剧,60,85,2013,07,20,176.0,26488.0,31726.0,5672.0,-95.0,-26258.0,-28946.0,-4709.0
876,惊天危机,7.3,10746175,0.9999999998973956,['罗兰·艾默里奇'],['詹姆斯·范德比尔特'],"['查宁·塔图姆', '杰米·福克斯', '玛吉·吉伦哈尔', '杰森·克拉克', '理查德·詹金斯']",动作,60,132,2013,07,22,146.0,4195.0,26391.0,1940.0,-54.0,-3649.0,-19555.0,-394.0
877,正骨,3.9,24854991,1.0,['詹文冠'],['詹文冠'],"['宋春丽', '张光北', '舒耀瑄', '宋楚炎', '海一天']",剧情,461937,90,2013,07,24,454.0,39553.0,27732.0,19542.0,-267.0,-35105.0,-21418.0,2841.0
878,爱，很美,3.5,19962575,0.9994466702299499,['殷悦'],"['王洁', '于韩', '孙慈娇', '陆云婷']","['颖儿', '郭品超', '骆达华', '刘羽琦', '周觅']",爱情,461937,92,2013,07,25,12.0,380.0,724.0,1269.0,-1.0,-2.0,-1.0,36.0
879,速度与激情6,7.7,6537500,6.183786815938673e-11,['林诣彬'],"['克里斯·摩根', '盖瑞·斯科特·汤普森']","['范·迪塞尔', '保罗·沃克', '道恩·强森', '乔丹娜·布鲁斯特', '米歇尔·罗德里格兹']",动作,13683,130,2013,07,26,494.0,27133.0,26851.0,116686.0,-332.0,-23435.0,-13566.0,-91702.0
880,不肯去观音,5.5,24269094,0.999977628107748,['张鑫'],['孙祖平'],"['聂远', '李纯', '中泉英雄', '中野良子', '斯琴高娃']",剧情,13683,117,2013,07,26,531.0,2589.0,13575.0,8297.0,-93.0,0.0,0.0,0.0
881,模特魅影,2.8,24381046,0.9996955705230928,['佟秀玄'],['佟秀玄'],"['倪慕斯', '杨骏', '唐宁', '李星海', '饶薇']",剧情,75,108,2013,07,26,846.0,38188.0,229037.0,873970.0,-85.0,-25160.0,-37939.0,-595936.0
882,环太平洋,7.6,5323968,0.999985944385982,['吉尔莫·德尔·托罗'],"['特拉维斯·比彻姆', '吉尔莫·德尔·托罗']","['查理·汉纳姆', '菊地凛子', '伊德里斯·艾尔巴', '查理·戴', '朗·普尔曼']",动作,75,131,2013,07,31,692.0,32189.0,49597.0,24036.0,-502.0,-30097.0,-40003.0,8449.0
883,我爱灰太狼2,2.7,24325767,4.698516963819177e-05,['叶凯'],['黄伟健'],"['赵英俊', '王智', '蔡景森']",喜剧,11593,88,2013,08,01,10.0,524.0,1242.0,168.0,-6.0,-206.0,-903.0,-83.0
884,绑架大明星,2.8,10484009,0.9983572589580058,"['张加贝', '高奇']",['席琳'],"['陈晓东', '杜海涛', '许雅涵', '杨恭如', '邵美琪']",喜剧,11593,108,2013,08,02,7.0,162.0,1898.0,373.0,-4.0,-141.0,-1786.0,-349.0
885,爱爱囧事,3.5,10781952,0.997769628820876,['关尔'],"['梁潇潇', '朱孛']","['赵奕欢', '王一', '莫熙儿', '董玉峰', '陈美行']",喜剧,1661,97,2013,08,02,911.0,5766.0,27711.0,50382.0,-4.0,0.0,0.0,0.0
886,青春派,7.4,24735062,1.0,['刘杰'],"['刘杰', '高山', '朱珠', '田晓威']","['董子健', '秦海璐', '咏梅', '焦刚', '安悦溪']",剧情,1661,91,2013,08,02,112.0,3602.0,4939.0,11779.0,-16.0,0.0,0.0,0.0
887,小时代2：青木时代,4.9,24721493,0.9590805828603612,['郭敬明'],['郭敬明'],"['杨幂', '柯震东', '郭采洁', '凤小岳', '郭碧婷']",剧情,172,116,2013,08,08,391.0,11362.0,20899.0,117485.0,-294.0,-9724.0,-19439.0,-110599.0
888,一夜惊喜,5.5,16475702,0.9999999999999916,['金依萌'],['金依萌'],"['范冰冰', '李治廷', '吴佩慈', '蒋劲夫', '丹尼尔·海尼']",喜剧,471,106,2013,08,09,117.0,1291.0,5710.0,11981.0,-108.0,-1214.0,-5496.0,-11274.0
889,玛德2号,4.4,20483435,0.5630894088272985,['朱家麟'],"['蔡怡芬', '朱家麟']","['黄晓明', '徐若瑄', '阿端', '杨幂', '曾志伟']",剧情,471,86,2013,08,09,92.0,291.0,427.0,1686.0,-19.0,0.0,0.0,0.0
890,宫锁沉香,4.8,20378811,1.0,['潘安子'],['于正'],"['周冬雨', '陈晓', '朱梓骁', '赵丽颖', '包贝尔']",剧情,25596,115,2013,08,13,13.0,143.0,137.0,1462.0,-2.0,-6.0,-24.0,-61.0
891,小神来了,3.2,24706750,0.0019299000537951196,['杜鹏'],"['陈芷青', '张彦']","['钱枫', '邱启明', '天歌', '柳岩', '张一山']",喜剧,25596,91,2013,08,15,896.0,4297.0,5138.0,11808.0,0.0,0.0,0.0,0.0
892,激战,7.8,20388223,1.0,['林超贤'],"['吴炜伦', '冯志丰', '林超贤']","['张家辉', '彭于晏', '李馨巧', '梅婷', '李菲儿']",剧情,55,121,2013,08,16,804.0,45857.0,32499.0,69494.0,-330.0,-28226.0,-8761.0,-44361.0
893,诡魇,2.8,24718898,0.6395132551131164,['车悦'],['车悦'],"['李欣聪', '裘斯', '周凯文', '汪永贵', '车悦']",悬疑,55,90,2013,08,16,60.0,1928.0,39951.0,5878.0,-43.0,-1579.0,-38924.0,-2617.0
894,唇唇欲动,4.1,20398974,0.999999999999907,['苏伦'],['冀楚忱'],"['华少', '李媛', '陈一娜', '刘雪涛', '敬子辰']",喜剧,641,90,2013,08,16,50.0,407.0,28810.0,1939.0,-19.0,-296.0,-6456.0,-915.0
895,侏罗纪公园,8.0,1292523,1.0,['史蒂文·斯皮尔伯格'],"['迈克尔·克莱顿', '大卫·凯普']","['山姆·尼尔', '劳拉·邓恩', '杰夫·高布伦', '理查德·阿滕伯勒', '鲍勃·佩克']",科幻,641,127,2013,08,20,18.0,170.0,863.0,601.0,-12.0,-23.0,-281.0,-389.0
896,牛胆神偷,4.3,5256472,0.9999998431416826,['冯自立'],"['史梦甄', '冯自立']","['英达', '苗圃', '胡明', '颜丙燕', '李梦男']",喜剧,14084,94,2013,08,22,579.0,2914.0,7650.0,6475.0,-357.0,-1408.0,-5395.0,-1031.0
897,怪兽大学,8.0,3789848,1.0,['丹·斯坎隆'],"['罗伯特·L·贝尔德', '丹尼尔·吉尔森', '丹·斯坎隆']","['比利·克里斯托', '约翰·古德曼', '史蒂夫·布西密', '海伦·米伦', '彼得·孙']",喜剧,14084,104,2013,08,23,35.0,98.0,1258.0,34.0,-8.0,-49.0,-665.0,-2.0
898,粉红女郎·爱人快跑,3.2,10355621,0.9999999999880216,['伍宗德'],['伍宗德'],"['阿雅', '张馨予', '刘凡菲', '黄一琳', '范逸臣']",喜剧,3910,101,2013,08,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
899,摩登年代,5.3,23856234,0.9999999999999828,['邵晓黎'],"['杜鹏', '宁岱', '邵晓黎', '高巍']","['徐峥', '张子枫', '王宣予', '张颂文', '王太利']",剧情,3910,96,2013,08,23,855.0,662.0,1671.0,2138.0,-3.0,0.0,0.0,0.0
900,回到爱开始的地方,6.3,20378794,1.0,['林孝谦'],"['罗诗', '吕安弦', '林孝谦']","['周渝民', '刘诗诗', '周一围', '刘芸', '张复建']",剧情,137,94,2013,08,23,952.0,6991.0,18859.0,7706.0,10.0,0.0,0.0,0.0
901,来历不明,4.5,24872197,0.9999973921692492,['陈楚童'],['陈楚童'],"['陈楚童', '蒋梦婕', '王往', '高鑫', '缪婷茹']",科幻,137,95,2013,08,23,19.0,602.0,24314.0,459.0,-14.0,-500.0,-20997.0,-410.0
902,隔窗有眼,3.8,10801279,0.9984383847931314,['刘奋斗'],['刘奋斗'],"['胡明', '乌达木', '小麦']",悬疑,15967,95,2013,08,28,835.0,5657.0,4763.0,113037.0,-98.0,0.0,0.0,0.0
903,被偷走的那五年,5.8,20513059,0.9999999999999633,['黄真真'],"['黄真真', '侯颖桁', '郑善瑜', '杜光庭']","['白百何', '张孝全', '范玮琪', '安心亚', '伍思凯']",爱情,15967,111,2013,08,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
904,海啸奇迹,7.5,4832825,1.0,['胡安·安东尼奥·巴亚纳'],"['塞尔希奥·G·桑切斯', 'María Belón']","['娜奥米·沃茨', '伊万·麦克格雷格', '汤姆·赫兰德', '萨缪尔·乔斯林', '奥克利·佩德加斯特']",剧情,4233,113,2013,08,29,37.0,1066.0,1436.0,4220.0,-7.0,0.0,0.0,0.0
905,了不起的盖茨比,7.7,3364223,0.9999999999999972,['巴兹·鲁赫曼'],"['巴兹·鲁赫曼', '克雷格·皮尔斯', 'F·司各特·菲茨杰拉德']","['莱昂纳多·迪卡普里奥', '凯瑞·穆里根', '托比·马奎尔', '艾拉·菲舍尔', '乔尔·埃哲顿']",剧情,4233,143,2013,08,30,36.0,5162.0,33331.0,27252.0,-8.0,-771.0,-543.0,-1902.0
906,疯狂的导演,3.2,24878198,0.9958968893729724,['宋阳'],"['冯丰', '刘骥']","['高天', '张殿伦', '刘桦', '徐帆', '王宝强']",喜剧,820,92,2013,08,30,803.0,40684.0,62061.0,353645.0,-505.0,-15709.0,-34098.0,-52226.0
907,极乐空间,6.2,4116481,1.0,['尼尔·布洛姆坎普'],['尼尔·布洛姆坎普'],"['马特·达蒙', '朱迪·福斯特', '沙尔托·科普雷', '艾莉丝·布拉加', '迭戈·卢纳']",剧情,820,109,2013,09,05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
908,超级经纪人,4.8,20254219,0.9988278300282686,['冯志强'],"['冯志强', '陈庆嘉']","['蔡卓妍', '杜汶泽', '高云翔', '王祖蓝', '钟欣潼']",喜剧,15396,99,2013,09,06,138.0,998.0,1957.0,1581.0,-11.0,0.0,0.0,0.0
909,古镇凶灵之巫咒缠身,4.0,22010958,0.9999999983325418,['刘辉'],"['施一凡', '刘辉']","['徐海乔', '蒋松', '郝洋', '张兆北', '刘政']",惊悚,15396,90,2013,09,06,5.0,3.0,27.0,9.0,-2.0,-1.0,-27.0,-3.0
910,花漾,5.7,7051294,4.451398554938813e-05,['周美玲'],['周美玲'],"['陈意涵', '陈妍希', '言承旭', '郑元畅', '任达华']",剧情,46346,96,2013,09,06,176.0,5993.0,5722.0,12820.0,-51.0,0.0,0.0,0.0
912,时光恋人,3.4,24381850,0.9999549091174949,['沈东'],"['沈东', '谷洋', '石明华', '沈怡']","['李小璐', '立威廉', '伊能静', '方中信', '廖京生']",剧情,36978,89,2013,09,06,658.0,10598.0,24367.0,114030.0,-391.0,1628.0,-11636.0,-78883.0
913,校车,2.8,20445145,0.9991381634342869,['于荣光'],['孙逊'],"['于荣光', '柯以敏', '张恩齐', '张新成', '李曼嘉']",剧情,36978,93,2013,09,10,817.0,46875.0,66921.0,290929.0,-16.0,-43595.0,-41233.0,-275189.0
914,夏天的拉花,7.0,23384266,0.999999999999024,['刘新'],"['刘新', '陈建忠']","['倪萍', '李宗翰', '高露', '牛骏峰']",剧情,314,90,2013,09,10,463.0,4419.0,3477.0,10292.0,-321.0,254.0,-1633.0,338.0
915,4B青年之4楼B座,4.3,23042272,0.9999999999323952,['孙达'],['玫子'],"['付辛博', '彭宇', '蒲巴甲', '夏梓桐', '刘心悠']",喜剧,314,92,2013,09,10,40.0,3424.0,7444.0,3458.0,-31.0,-743.0,-4369.0,-1392.0
916,蓝精灵2,6.4,6870493,1.0,['拉加·高斯内尔'],"['J·大卫·斯提姆', '戴维·N·韦斯', '杰·舒瑞克', '大卫·隆恩', '凯瑞·柯克帕特里克']","['尼尔·帕特里克·哈里斯', '布莱丹·格里森', '汉克·阿扎利亚', '杰玛·梅斯', '凯蒂·派瑞']",喜剧,256124,105,2013,09,12,26.0,95.0,432.0,432.0,0.0,0.0,0.0,0.0
917,全民目击,7.6,11510624,1.0,['非行'],['非行'],"['孙红雷', '余男', '郭富城', '邓家佳', '赵立新']",剧情,256124,119,2013,09,13,864.0,1313.0,3273.0,5821.0,-3.0,0.0,0.0,0.0
918,穿越火线,6.7,10555084,0.999999999999994,['贾尼克·法伊济耶夫'],"['贾尼克·法伊济耶夫', '迈克尔·A·莱纳']","['斯维特兰娜·伊万诺娃', '弗拉季米尔·弗多维琴科夫', '尤里·库琴科', '马克西姆·马特维耶夫', '叶戈尔·别洛耶夫']",剧情,2119,105,2013,09,13,887.0,583.0,584.0,3455.0,-1.0,0.0,0.0,0.0
920,非常幸运,4.5,6984064,0.9999895548502792,['丹尼·高顿'],"['艾米·斯诺', '孟瑶', '黄海', '周隼']","['章子怡', '王力宏', '林心如', '姚晨', '蔡少芬']",喜剧,109471,105,2013,09,17,17.0,191.0,198.0,180.0,-11.0,-74.0,-139.0,-128.0
921,落经山,3.4,20438458,0.9999999999999988,['冯小宁'],['冯小宁'],"['李正', '刘小微', '曾昂', '于山川', '冯冯']",剧情,109471,92,2013,09,17,813.0,35359.0,251539.0,83114.0,-16.0,-24244.0,-199763.0,-40415.0
922,一座城池,5.3,11594933,0.9999999999999992,['孙渤涵'],['孙渤涵'],"['房祖名', '王太利', '黄瀞怡', '谢芳', '李长江']",剧情,7487,98,2013,09,18,146.0,1907.0,3832.0,5509.0,-105.0,-1701.0,-2542.0,-4765.0
923,极速蜗牛,7.1,6070226,0.9999999999999968,['大卫·索伦'],"['达伦·莱姆克', '罗伯特·D·西格尔']","['瑞恩·雷诺兹', '保罗·吉亚玛提', '迈克尔·佩纳', '路易斯·古兹曼', '比尔·哈德尔']",喜剧,7487,96,2013,09,18,19.0,3768.0,7101.0,2887.0,-12.0,-3003.0,-5678.0,53.0
924,爱别离,4.9,21264285,0.9999999999969662,['吴林'],['杨晨'],"['张檬', '黄阅', '王盈凯', '卓予童', '缪婷茹']",剧情,188,95,2013,09,18,19.0,363.0,426.0,681.0,-14.0,-200.0,-250.0,-448.0
925,帝国秘符,2.9,6999256,0.9999855502052344,['李作楠'],['虞军豪'],"['潘粤明', '伊能静', '胡可', '侯勇']",动作,188,93,2013,09,18,22.0,685.0,947.0,212.0,-20.0,-639.0,-913.0,-202.0
926,团圆,7.6,4284085,1.0,['王全安'],"['金娜', '王全安']","['卢燕', '凌峰', '徐才根', '马晓晴', '莫小棋']",剧情,44,97,2013,09,19,60.0,3592.0,18271.0,810.0,-33.0,450.0,-11332.0,-22.0
927,5月天诺亚方舟,8.2,24891524,0.9851303903869382,['刘名峰'],"['陈信宏', '黄中平']","['陈信宏', '刘冠佑', '言承旭', '林依晨', '林晖闵']",剧情,44,114,2013,09,19,681.0,66859.0,100237.0,98544.0,-337.0,-37208.0,-39891.0,-32298.0
928,就爱吧之回家,8.6,26393561,1.0,['卡比尔·汗'],"['卡比尔·汗', '维杰耶德拉·普拉萨德']","['萨尔曼·汗', '哈莎莉·马洛特拉', '卡琳娜·卡普尔', '纳瓦祖丁·席迪圭', '欧姆·普瑞']",剧情,20340,159,2018,03,02,511.0,1672.0,4825.0,2521.0,-104.0,381.0,895.0,5750.0
929,金刚王·死亡救赎,5.3,19975090,1.0,['罗永昌'],"['杨真鉴', '曲瓅男']","['释彦能', '刘承俊', '张雅玫', '南贤俊', '姜宝成']",剧情,114815,115,2013,09,24,864.0,12370.0,28139.0,62195.0,-7.0,0.0,0.0,0.0
930,乔布斯,7.2,25850443,1.0,['丹尼·博伊尔'],"['艾伦·索金', '沃尔特·伊萨克森']","['迈克尔·法斯宾德', '凯特·温丝莱特', '塞斯·罗根', '杰夫·丹尼尔斯', '迈克尔·斯图巴']",剧情,20045,122,2015,10,23,7.0,104.0,95.0,342.0,-1.0,-6.0,-8.0,-8.0
931,白狐,3.2,20515018,0.9915386312904676,['牛朝阳'],['牛朝阳'],"['钟欣潼', '张智霖', '惠英红', '高虎', '游本昌']",动作,20045,135,2013,09,28,810.0,18337.0,91599.0,47125.0,-1.0,278.0,789.0,1200.0
932,狄仁杰之神都龙王,6.5,5996801,1.0,['徐克'],"['张家鲁', '徐克', '陈国富']","['赵又廷', '冯绍峰', '林更新', '金汎', '杨颖']",动作,111888,133,2013,09,28,809.0,29088.0,67606.0,82927.0,-124.0,-21553.0,-17497.0,-61353.0
933,81号农场之保卫麦咭,5.1,24852755,0.7779213871606564,['徐克'],['顾虓'],[],喜剧,111888,75,2013,09,28,201.0,1209.0,2418.0,1804.0,-90.0,-855.0,-1373.0,61.0
934,一路顺疯,5.2,20452308,0.9902053389689448,['叶伟民'],"['文隽', '杨梅媛', '石明华', '陈思诚']","['陈思诚', '包贝尔', '蒋梦婕', '鲍起静', '刘桦']",喜剧,30073,95,2013,09,29,857.0,28975.0,7008.0,504357.0,-254.0,-3636.0,274.0,-169935.0
935,蝙蝠别墅,2.5,11445635,0.9976987447176218,['黄明升'],['李亮文'],"['武艺', '邓紫衣', '段黄巍', '贺贤威', '罗家英']",悬疑,30073,90,2013,09,30,13.0,821.0,760.0,2487.0,-4.0,261.0,384.0,569.0
936,神奇,3.2,5044748,0.30063749403625395,['胡雪桦'],"['曾瑾昌', '胡雪桦', '李海蜀', '秦溱', '黄斯丝']","['黄晓明', '郭采洁', '金雅中', '冯德伦', '埃里克·马比斯']",剧情,513864,110,2013,09,30,692.0,21817.0,20197.0,31551.0,-424.0,-15587.0,-13498.0,-9812.0
937,逃出生天,6.7,10763157,0.9999999995908972,"['彭发', '彭顺']","['司徒锦源', '邓力奇', '吴孟璋']","['古天乐', '刘青云', '陈思诚', '李心洁', '李馨巧']",剧情,513864,107,2013,09,30,29.0,290.0,801.0,420.0,-22.0,-180.0,-686.0,-207.0
938,盗剑72小时,3.7,25719521,0.9986024666497626,['徐捷'],"['徐伊丽', '陈曦']","['许还山', '叶鹏', '周平', '杨清', '董洋']",喜剧,815,90,2013,09,30,76.0,4992.0,7172.0,4714.0,-45.0,-3911.0,-2945.0,-3435.0
